LeadId,Title,Industry,Employees,TimeZone,Stage,CreatedDate,OwnerEmployeeId,ConvertedOpportunityId,LeadSource,DisqualifiedReason
17700,,,,EST,Disqualified,20220103,2,,Web Registration,Unsubscribed/Do Not Call
17701,,Automotive,,EST,Disqualified,20220103,2,,Web Registration,Not Interested
17702,,,150,EST,Disqualified,20220103,4,,Web Registration,Not Interested
17703,consulting - owner,,,EST,Disqualified,20220103,4,,Web Registration,Abandoned
17704,"Founder, CEO",Food Products,50,MST,Disqualified,20220103,3,,Web Registration,Abandoned
17705,Owner,TELECOM,,PST,Disqualified,20220103,4,,Web Registration,Wrong Contact
17706,Co-owner,,50,PST,Disqualified,20220103,5,,Web Registration,Abandoned
17707,,Insurance,50,MST,Qualified,20220103,5,446,Web Registration,
17708,Social & Digital Marketing,,,PST,Disqualified,20220103,2,,Web Registration,Abandoned
17709,C - Level,Consumer Staples,50,PST,Disqualified,20220103,5,,Web Registration,Unsubscribed/Do Not Call
17710,Marketing Manager,Other,,PST,Disqualified,20220103,4,,Web Registration,Abandoned
17711,Marketing DIrector,,50,PST,Disqualified,20220103,2,,Web Registration,Abandoned
17712,Director,Specialty Retail,5050,EST,Disqualified,20220104,3,,Web Registration,Abandoned
17713,C - Level,,50,PST,Disqualified,20220104,2,,Web Registration,Abandoned
17714,,,50,EST,Disqualified,20220104,3,,Web Registration,Abandoned
17715,VP,Travel,50,PST,Disqualified,20220104,2,,Web Registration,Not Interested
17716,C - Level,Internet Software & Services,,EST,Disqualified,20220104,2,,Web Registration,Wrong Contact
17717,HR Generalist,,350,EST,Disqualified,20220104,4,,Web Registration,Abandoned
17718,,,,CST,Disqualified,20220104,4,,Web Registration,Unsubscribed/Do Not Call
17719,,Consumer Discretionary,,PST,Disqualified,20220104,2,,Web Registration,Unsubscribed/Do Not Call
17720,Ad Operations/Mediation Manager,Entertainment & Media,,EST,Disqualified,20220104,1,,Web Registration,Unsubscribed/Do Not Call
17721,Director,Technology,,PST,Disqualified,20220104,2,,Web Registration,Abandoned
17722,Sales Director,,50,EST,Disqualified,20220105,1,,Web Registration,Abandoned
17723,Manager,Consumer Discretionary,350,MST,Disqualified,20220104,5,,Web Registration,Abandoned
17724,Manager,Internet Software & Services,,EST,Disqualified,20220104,3,,Web Registration,Abandoned
17725,C - Level,Retail,,PST,Disqualified,20220104,1,,Web Registration,Not Interested
17726,APM,,50,PST,Disqualified,20220104,4,,Web Registration,Not Interested
17727,,Banking,150,PST,Qualified,20220104,3,485,Web Registration,
17728,HR Generalist,Consumer Packaged Goods,,CST,Disqualified,20220104,3,,Web Registration,Abandoned
17729,Director,,,PST,New,20220104,,,Web Registration,
17730,CEO / Executive Management,Advertising & Marketing,,EST,Disqualified,20220104,1,,Web Registration,Unsubscribed/Do Not Call
17731,Small Business Owner,,,MST,Disqualified,20220104,2,,Web Registration,Wrong Contact
17732,Manager,,50,PST,Disqualified,20220104,3,,Web Registration,Not Interested
17733,Staff,Consumer Discretionary,150,PST,Disqualified,20220104,4,,Web Registration,Not Interested
17734,Director,Retail,250,CST,Disqualified,20220104,3,,Web Registration,Not Interested
17735,Staff,Building Materials,50,CST,Disqualified,20220104,3,,Web Registration,Unsubscribed/Do Not Call
17736,Manager,Retail,,EST,Disqualified,20220104,2,,Web Registration,Abandoned
17737,N/A,,,MST,Working,20220104,5,,Web Registration,
17738,Staff,"Hotels, Restaurants & Leisure",50,EST,Qualified,20220104,2,455,Web Registration,No Need
17739,CEO,,,CST,Disqualified,20220104,2,,Web Registration,Abandoned
17740,Manager,Professional Services,,EST,New,20220104,,,Web Registration,
17741,Owner,,,PST,Disqualified,20220104,5,,Web Registration,Abandoned
17742,Director,,50,EST,Disqualified,20220104,3,,Web Registration,Abandoned
17743,Advisor,Banking,,EST,Disqualified,20220104,1,,Web Registration,Abandoned
17744,Owner,Agency,,PST,Disqualified,20220104,5,,Web Registration,Abandoned
17745,C - Level,Media,50,EST,Disqualified,20220104,3,,Web Registration,Abandoned
17746,Staff,Unknown,,PST,Disqualified,20220104,4,,Web Registration,Abandoned
17747,C - Level,Advertising & Marketing,50,PST,Disqualified,20220104,4,,Web Registration,Abandoned
17748,SVP / VP,,250,EST,Qualified,20220104,4,464,Web Registration,
17749,C - Level,Professional Services,50,EST,Working,20220104,4,,Web Registration,
17750,C - Level,Internet Software & Services,50,EST,Disqualified,20220104,3,,Web Registration,Abandoned
17751,C - Level,,,EST,Disqualified,20220104,1,,Web Registration,Abandoned
17752,N/A,Retail,,PST,Disqualified,20220104,5,,Web Registration,Abandoned
17753,SVP / VP,,50,PST,Disqualified,20220104,4,,Web Registration,Abandoned
17754,Staff,Professional Services,,EST,Disqualified,20220105,2,,Web Registration,Abandoned
17755,Director,,,PST,Disqualified,20220105,1,,Web Registration,Unsubscribed/Do Not Call
17756,,Professional Services,250,PST,Disqualified,20220105,3,,Web Registration,Abandoned
17757,C - Level,Advertising & Marketing,50,PST,Disqualified,20220105,3,,Web Registration,Abandoned
17758,,,50,PST,Disqualified,20220105,4,,Web Registration,Not Interested
17759,Staff,Professional Services,,PST,Disqualified,20220105,5,,Web Registration,Abandoned
17760,,Health Care Providers & Services,,PST,Disqualified,20220105,1,,Web Registration,Wrong Contact
17761,Manager,Consumer Goods,50,PST,Disqualified,20220105,2,,Web Registration,Bad Email
17762,Director,Professional Services,50,PST,Disqualified,20220105,3,,Web Registration,Unsubscribed/Do Not Call
17763,CMO,Insurance,,EST,Disqualified,20220105,4,,Web Registration,Abandoned
17764,C - Level,Construction & Engineering,,EST,Disqualified,20220105,5,,Web Registration,Not Interested
17765,Student / Intern,Real Estate,1050,EST,Disqualified,20220105,5,,Web Registration,Abandoned
17766,C - Level,Entertainment & Media,50,PST,Disqualified,20220105,2,,Web Registration,Unsubscribed/Do Not Call
17767,,,,MST,Disqualified,20220105,5,,Web Registration,Abandoned
17768,Director,,,EST,Disqualified,20220105,4,,Web Registration,Bad Email
17769,Manager,,,EST,Disqualified,20220105,3,,Web Registration,Not Interested
17770,Staff,,50,EST,Disqualified,20220105,3,,Web Registration,Wrong Contact
17771,,Real Estate,,EST,Disqualified,20220105,5,,Web Registration,Abandoned
17772,,,,EST,Disqualified,20220105,5,,Web Registration,Unsubscribed/Do Not Call
17773,,,,EST,Disqualified,20220105,4,,Web Registration,Not Interested
17774,Owner,,,EST,Disqualified,20220105,3,,Web Registration,Abandoned
17775,Staff,,50,CST,Disqualified,20220105,1,,Web Registration,Abandoned
17776,Manager,Real Estate,350,PST,Working,20220105,4,,Web Registration,
17777,,,50,CST,Disqualified,20220105,3,,Web Registration,Abandoned
17778,,,3350,PST,Disqualified,20220105,5,,Web Registration,Abandoned
17779,C - Level,CPG,,PST,Disqualified,20220105,2,,Web Registration,Abandoned
17780,Staff,Health Care Providers & Services,,EST,Disqualified,20220105,1,,Web Registration,Abandoned
17781,Other,Internet Software & Services,,PST,Disqualified,20220106,2,,Web Registration,Not Interested
17782,Director,TELECOM,,EST,New,20220106,,,Web Registration,
17783,,Consumer Staples,150,EST,Disqualified,20220106,5,,Web Registration,Not Interested
17784,C - Level,Professional Services,,EST,Decision Maker,20220106,5,,Web Registration,
17785,,Consumer Packaged Goods,,EST,Disqualified,20220106,3,,Web Registration,Abandoned
17786,,Consumer Services,50,CST,Disqualified,20220106,4,,Web Registration,Abandoned
17787,C - Level,,50,EST,Disqualified,20220106,5,,Web Registration,Abandoned
17788,C - Level,Retail,50,MST,Disqualified,20220106,4,,Web Registration,Abandoned
17789,C - Level,Consumer Goods,50,EST,Qualified,20220106,5,667,Web Registration,
17790,,"Hotels, Restaurants & Leisure",,CST,Disqualified,20220106,4,,Web Registration,Abandoned
17791,Staff,,,EST,Disqualified,20220106,1,,Web Registration,Abandoned
17792,SVP / VP,,50,EST,Disqualified,20220106,2,,Web Registration,Abandoned
17793,,Internet Software & Services,,EST,Disqualified,20220106,3,,Web Registration,Abandoned
17794,,,,PST,Disqualified,20220106,5,,Web Registration,Not Interested
17795,SVP / VP,,50,PST,Working,20220106,1,,Web Registration,
17796,N/A,,,PST,Disqualified,20220106,4,,Web Registration,Not Interested
17797,Staff,,5050,PST,Disqualified,20220106,3,,Web Registration,Abandoned
17798,Owner,,,PST,Disqualified,20220106,5,,Web Registration,Abandoned
17799,,,,EST,Disqualified,20220106,2,,Web Registration,Abandoned
17800,Manager,,50,CST,Disqualified,20220106,4,,Web Registration,Abandoned
17801,Chief Operating Officer,Media,50,EST,New,20220106,,,Web Registration,
17802,,Internet Software & Services,,PST,Disqualified,20220106,2,,Web Registration,Abandoned
17803,Staff,Technology,,EST,Qualified,20220106,4,638,Web Registration,No Need
17804,Staff,Professional Services,5050,PST,Disqualified,20220106,4,,Web Registration,Unsubscribed/Do Not Call
17805,Director,Consumer Goods,50,PST,Disqualified,20220106,1,,Web Registration,Not Interested
17806,SVP / VP,,50,MST,Disqualified,20220106,1,,Web Registration,Abandoned
17807,Internal Communications VP,Entertainment & Media,,PST,Disqualified,20220106,3,,Web Registration,Abandoned
17808,C-Level,"Technology Hardware, Storage & Periph...",,PST,Disqualified,20220106,3,,Web Registration,Abandoned
17809,Student / Intern,,5050,EST,Disqualified,20220106,5,,Web Registration,Abandoned
17810,C - Level,Consumer Staples,50,EST,Disqualified,20220106,4,,Web Registration,Bad Email
17811,Director,Retailing,,EST,Disqualified,20220106,3,,Web Registration,Abandoned
17812,,,,PST,Disqualified,20220106,5,,Web Registration,Abandoned
17813,Manager,SHOPPING_RETAIL,50,PST,Disqualified,20220106,5,,Web Registration,Abandoned
17814,C - Level,,50,PST,Disqualified,20220106,5,,Web Registration,Abandoned
17815,President,Financial Services,,MST,Disqualified,20220106,1,,Web Registration,Abandoned
17816,,Consumer Discretionary,50,MST,New,20220106,,,Web Registration,
17817,C - Level,Advertising & Marketing,,PST,Disqualified,20220106,3,,Web Registration,Not Interested
17818,Staff,,50,PST,Disqualified,20220106,2,,Web Registration,Abandoned
17819,SVP / VP,Internet Software & Services,,PST,Disqualified,20220106,5,,Web Registration,Not Interested
17820,Manager,Retail,50,PST,Disqualified,20220106,1,,Web Registration,Abandoned
17821,C - Level,Entertainment & Media,,MST,Working,20220106,4,,Web Registration,
17822,Manager,,50,PST,Disqualified,20220106,2,,Web Registration,Abandoned
17823,C - Level,,50,PST,Disqualified,20220106,1,,Web Registration,Abandoned
17824,,Advertising & Marketing,50,EST,Disqualified,20220106,5,,Web Registration,Abandoned
17825,N/A,Professional Services,,EST,New,20220106,,,Web Registration,
17826,Co Owner,,,EST,Disqualified,20220106,1,,Web Registration,Abandoned
17827,C - Level,Healthcare,50,PST,Disqualified,20220106,5,,Web Registration,Abandoned
17828,Senior Associate,Advertising & Marketing,,EST,Disqualified,20220106,3,,Web Registration,Not Interested
17829,SVP / VP,,50,CST,Disqualified,20220106,5,,Web Registration,Abandoned
17830,C - Level,Hospitality,50,PST,Qualified,20220106,1,407,Web Registration,
17831,Chief Operating Officer,Consumer Discretionary,350,EST,Disqualified,20220106,4,,Web Registration,Abandoned
17832,Partner,Professional Services,,EST,Disqualified,20220106,5,,Web Registration,Abandoned
17833,C - Level,"Hotels, Restaurants & Leisure",50,PST,Disqualified,20220106,5,,Web Registration,Abandoned
17834,Business Owner / Partner,,,CST,Disqualified,20220106,2,,Web Registration,Unsubscribed/Do Not Call
17835,C - Level,Professional Services,50,CST,Disqualified,20220106,1,,Web Registration,Abandoned
17836,Founder,,,PST,Disqualified,20220106,3,,Web Registration,Abandoned
17837,Staff,Internet Software & Services,50,EST,Disqualified,20220106,2,,Web Registration,Not Interested
17838,,Entertainment & Media,250,EST,Disqualified,20220106,4,,Web Registration,Abandoned
17839,Director,Internet Software & Services,50,MST,Disqualified,20220106,5,,Web Registration,Abandoned
17840,Director,Advertising & Marketing,250,CST,Disqualified,20220106,5,,Web Registration,Abandoned
17841,,Technology,4050,MST,Disqualified,20220106,2,,Web Registration,Abandoned
17842,Chief Operating Officer,Other,50,EST,Disqualified,20220106,3,,Web Registration,Not Interested
17843,Owner,Travel,,EST,Disqualified,20220106,3,,Web Registration,Abandoned
17844,"Marketing, Branding",Consumer Staples,,PST,Disqualified,20220106,5,,Web Registration,Not Interested
17845,Social Media Consultant,Gaming,,EST,Disqualified,20220106,5,,Web Registration,Bad Email
17846,Executive Director,Media,,PST,Disqualified,20220106,4,,Web Registration,Abandoned
17847,,Non-profit,,MST,Disqualified,20220106,1,,Web Registration,Unsubscribed/Do Not Call
17848,,,,PST,New,20220106,,,Web Registration,
17849,,"Hotels, Restaurants & Leisure",,PST,Disqualified,20220106,5,,Web Registration,Not Interested
17850,Director,,450,PST,Disqualified,20220106,4,,Web Registration,Not Interested
17851,Staff,Communications Equipment,450,EST,Disqualified,20220106,2,,Web Registration,Not Interested
17852,N/A,Hospitality,,CST,Disqualified,20220106,4,,Web Registration,Abandoned
17853,Executive Director,Internet Software & Services,50,PST,Disqualified,20220106,5,,Web Registration,Abandoned
17854,C - Level,Entertainment & Media,50,PST,Disqualified,20220106,1,,Web Registration,Abandoned
17855,,,150,PST,Disqualified,20220106,4,,Web Registration,Wrong Contact
17856,Staff,Consumer Discretionary,50,CST,Disqualified,20220106,5,,Web Registration,Unsubscribed/Do Not Call
17857,"Vice President, Operations",,,EST,Disqualified,20220106,5,,Web Registration,Abandoned
17858,Owner,Retail,,PST,Disqualified,20220106,1,,Web Registration,Abandoned
17859,,,,EST,Disqualified,20220106,2,,Web Registration,Abandoned
17860,"Vice President, Information Technology",Other,50,PST,Disqualified,20220106,2,,Web Registration,Not Interested
17861,,Advertising & Marketing,,MST,Disqualified,20220106,2,,Web Registration,Abandoned
17862,,,,PST,Disqualified,20220106,3,,Web Registration,Abandoned
17863,,,,PST,Disqualified,20220106,4,,Web Registration,Abandoned
17864,,Consumer Staples,,EST,New,20220106,,,Web Registration,
17865,Student / Intern,Internet Software & Services,50,CST,Disqualified,20220106,3,,Web Registration,Abandoned
17866,,Internet Software & Services,50,EST,Disqualified,20220106,3,,Web Registration,Abandoned
17867,sales - cxo,,50,PST,Disqualified,20220106,3,,Web Registration,Not Interested
17868,Director,"Textiles, Apparel & Luxury Goods",,CST,Disqualified,20220106,1,,Web Registration,Abandoned
17869,Consultant,Construction & Engineering,,CST,Disqualified,20220106,1,,Web Registration,Abandoned
17870,,Consumer Goods,50,CST,Disqualified,20220106,1,,Web Registration,Unsubscribed/Do Not Call
17871,Staff,Professional Services,,EST,Qualified,20220106,2,366,Web Registration,
17872,President,,,CST,Disqualified,20220106,5,,Web Registration,Abandoned
17873,Head of Internal Communications,Consumer Discretionary,,CST,Disqualified,20220106,5,,Web Registration,Abandoned
17874,CEO,,,EST,Disqualified,20220106,1,,Web Registration,Abandoned
17875,Media Planning & Buying,Internet Software & Services,,PST,New,20220106,,,Web Registration,
17876,,Consumer Discretionary,50,CST,Disqualified,20220106,4,,Web Registration,Abandoned
17877,consulting - owner,Internet Software & Services,,CST,Disqualified,20220106,2,,Web Registration,Wrong Contact
17878,C - Level,Government & Politics,50,PST,Decision Maker,20220106,4,,Web Registration,No Budget
17879,Business Owner / Partner,Advertising & Marketing,,PST,Disqualified,20220106,4,,Web Registration,Not Interested
17880,Manager,,250,EST,Disqualified,20220106,1,,Web Registration,Not Interested
17881,other - partner,Entertainment & Media,50,PST,Disqualified,20220106,2,,Web Registration,Abandoned
17882,,,4250,MST,Disqualified,20220106,3,,Web Registration,Not Interested
17883,Manager,,350,EST,Disqualified,20220106,1,,Web Registration,Abandoned
17884,,Internet Software & Services,,EST,Disqualified,20220106,4,,Web Registration,Not Interested
17885,Marketing Manager,"Textiles, Apparel & Luxury Goods",50,PST,Disqualified,20220106,5,,Web Registration,Abandoned
17886,Director,,150,PST,Working,20220106,2,,Web Registration,
17887,Director,Other,,EST,Disqualified,20220106,4,,Web Registration,Abandoned
17888,President,Real Estate,150,PST,Disqualified,20220106,5,,Web Registration,Abandoned
17889,Director,Retail,,EST,Disqualified,20220106,5,,Web Registration,Not Interested
17890,,Diversified Consumer Services,50,PST,New,20220106,,,Web Registration,
17891,,Travel,,MST,Disqualified,20220106,4,,Web Registration,Bad Email
17892,C - Level,Entertainment & Media,50,PST,Disqualified,20220106,5,,Web Registration,Wrong Contact
17893,Director,,50,CST,Disqualified,20220106,4,,Web Registration,Abandoned
17894,SVP / VP,Professional Services,,PST,Disqualified,20220106,2,,Web Registration,Abandoned
17895,President,Advertising & Marketing,50,CST,Disqualified,20220106,3,,Web Registration,Abandoned
17896,,Health Care Providers & Services,,EST,Disqualified,20220106,5,,Web Registration,Abandoned
17897,Director,Internet,50,EST,Disqualified,20220106,3,,Web Registration,Abandoned
17898,,Air Freight & Logistics,250,PST,Disqualified,20220106,2,,Web Registration,Abandoned
17899,,,,PST,Disqualified,20220106,5,,Web Registration,Abandoned
17900,Manager,,50,PST,Disqualified,20220106,1,,Web Registration,Abandoned
17901,"VP Sales, Marketing",Financial Services,50,PST,Disqualified,20220106,4,,Web Registration,Abandoned
17902,,Internet Software & Services,,EST,Disqualified,20220107,5,,Web Registration,Abandoned
17903,,Finance,150,EST,Disqualified,20220106,4,,Web Registration,Abandoned
17904,N/A,Diversified Financial Services,,EST,Disqualified,20220106,5,,Web Registration,Unsubscribed/Do Not Call
17905,,Education,12050,CST,New,20220106,,,Web Registration,
17906,C - Level,,,CST,Disqualified,20220106,2,,Web Registration,Not Interested
17907,Manager,,50,PST,Disqualified,20220106,3,,Web Registration,Bad Email
17908,Student / Intern,Government & Politics,5050,PST,Disqualified,20220106,5,,Web Registration,Abandoned
17909,Director,,,PST,Disqualified,20220106,1,,Web Registration,Abandoned
17910,Director of Marketing,,,MST,Disqualified,20220106,4,,Web Registration,Abandoned
17911,C - Level,,50,EST,Disqualified,20220106,1,,Web Registration,Wrong Contact
17912,Manager,Consumer Discretionary,,EST,Disqualified,20220106,2,,Web Registration,Abandoned
17913,Owner,Media,,EST,Disqualified,20220106,2,,Web Registration,Abandoned
17914,VP,,50,EST,New,20220106,,,Web Registration,
17915,,,50,EST,Disqualified,20220106,3,,Web Registration,Not Interested
17916,,Consumer Discretionary,,MST,Disqualified,20220106,2,,Web Registration,Not Interested
17917,Managing Partner,,,MST,Disqualified,20220106,3,,Web Registration,Abandoned
17918,Director,,50,PST,Disqualified,20220106,2,,Web Registration,Abandoned
17919,N/A,,,EST,Disqualified,20220106,5,,Web Registration,Abandoned
17920,Director,Automotive,50,PST,Disqualified,20220106,3,,Web Registration,Abandoned
17921,Owner,Internet Software & Services,50,EST,Qualified,20220106,2,422,Web Registration,
17922,C - Level,,850,PST,Disqualified,20220106,3,,Web Registration,Abandoned
17923,C - Level,CPG,50,PST,Disqualified,20220106,5,,Web Registration,Abandoned
17924,Manager,Consumer Discretionary,50,EST,Disqualified,20220106,2,,Web Registration,Abandoned
17925,N/A,,,PST,Disqualified,20220106,5,,Web Registration,Abandoned
17926,,Other,,PST,Disqualified,20220106,2,,Web Registration,Abandoned
17927,"Director, Human Resources",Consumer Packaged Goods,350,PST,Disqualified,20220106,3,,Web Registration,Abandoned
17928,Publisher,Internet Software & Services,,EST,Disqualified,20220106,4,,Web Registration,Abandoned
17929,Student / Intern,,50,PST,Disqualified,20220106,3,,Web Registration,Abandoned
17930,Media Planning & Buying,Internet Software & Services,,CST,Disqualified,20220106,5,,Web Registration,Abandoned
17931,Manager,,50,EST,Disqualified,20220106,3,,Web Registration,Not Interested
17932,Manager,Education Services,50,PST,Disqualified,20220106,5,,Web Registration,Abandoned
17933,Manager,,250,CST,New,20220107,,,Web Registration,
17934,,Hospitality,50,EST,Disqualified,20220107,5,,Web Registration,Abandoned
17935,Manager,,,CST,Disqualified,20220107,5,,Web Registration,Abandoned
17936,,,50,EST,Disqualified,20220107,3,,Web Registration,Not Interested
17937,,Professional Services,150,MST,Disqualified,20220107,3,,Web Registration,Wrong Contact
17938,C - Level,Media,250,PST,Disqualified,20220107,5,,Web Registration,Abandoned
17939,Student / Intern,Consumer Discretionary,50,EST,Disqualified,20220107,5,,Web Registration,Wrong Contact
17940,CEO,,,EST,Disqualified,20220107,3,,Web Registration,Abandoned
17941,Owner,,50,CST,Disqualified,20220107,5,,Web Registration,Not Interested
17942,CEO,Automotive,,EST,Disqualified,20220107,2,,Web Registration,Abandoned
17943,,,450,MST,Disqualified,20220107,1,,Web Registration,Abandoned
17944,Staff,,50,MST,Disqualified,20220107,1,,Web Registration,Wrong Contact
17945,Staff,Health Care Providers & Services,,EST,Disqualified,20220107,1,,Web Registration,Wrong Contact
17946,Owner,,,MST,Disqualified,20220107,5,,Web Registration,Abandoned
17947,,,,CST,Qualified,20220108,3,807,Web Registration,
17948,Owner,Consumer Staples,50,PST,Disqualified,20220107,3,,Web Registration,Abandoned
17949,Director of HR,Advertising & Marketing,,EST,Disqualified,20220107,3,,Web Registration,Abandoned
17950,program_and_project_management - cxo,Diversified Financial Services,50,EST,Disqualified,20220107,3,,Web Registration,Abandoned
17951,C - Level,,50,PST,Working,20220107,5,,Web Registration,
17952,Software engineer,,,PST,Disqualified,20220107,4,,Web Registration,Abandoned
17953,,Internet Software & Services,,PST,Disqualified,20220107,1,,Web Registration,Abandoned
17954,"Director, Human Resources",Consumer Discretionary,,PST,Disqualified,20220107,3,,Web Registration,Unsubscribed/Do Not Call
17955,Manager,,,PST,Disqualified,20220107,3,,Web Registration,Abandoned
17956,,,250,PST,Disqualified,20220107,4,,Web Registration,Unsubscribed/Do Not Call
17957,"Vice President, Operations",Internet Software & Services,350,MST,Disqualified,20220107,2,,Web Registration,Abandoned
17958,Director,,250,MST,Disqualified,20220107,4,,Web Registration,Abandoned
17959,HR Manager,Consumer Discretionary,,MST,Qualified,20220107,1,458,Web Registration,
17960,CEO,Agency,,CST,Disqualified,20220107,1,,Web Registration,Wrong Contact
17961,Executive Director,,,PST,Disqualified,20220107,2,,Web Registration,Abandoned
17962,Marketing Intern,Internet Software & Services,,CST,Disqualified,20220107,1,,Web Registration,Abandoned
17963,Project Manager,Professional Services,,MST,Disqualified,20220107,1,,Web Registration,Abandoned
17964,,Internet Software & Services,50,EST,Disqualified,20220107,2,,Web Registration,Abandoned
17965,,Advertising & Marketing,150,EST,Disqualified,20220107,4,,Web Registration,Abandoned
17966,Staff,Retail,50,MST,Disqualified,20220107,2,,Web Registration,Abandoned
17967,CEO,,,EST,Disqualified,20220107,4,,Web Registration,Abandoned
17968,marketing,,50,CST,Qualified,20220107,4,461,Web Registration,No Need
17969,Owner,Professional Services,,PST,New,20220107,,,Web Registration,
17970,,Entertainment & Media,150,EST,Disqualified,20220107,2,,Web Registration,Abandoned
17971,N/A,Consumer Discretionary,,PST,Disqualified,20220107,2,,Web Registration,Not Interested
17972,Co-founder,Financial Services,,PST,Disqualified,20220106,2,,Web Registration,Abandoned
17973,Director,,50,MST,Disqualified,20220107,4,,Web Registration,Wrong Contact
17974,,Gaming,50,PST,Disqualified,20220107,4,,Web Registration,Abandoned
17975,,ECommerce,,CST,Disqualified,20220107,5,,Web Registration,Abandoned
17976,Staff,Retail,,PST,Disqualified,20220107,4,,Web Registration,Abandoned
17977,Manager,Internet Software & Services,250,EST,Disqualified,20220107,4,,Web Registration,Bad Email
17978,C - Level,ECommerce,50,CST,Disqualified,20220107,3,,Web Registration,Abandoned
17979,C - Level,Restaurant,50,EST,New,20220108,,,Web Registration,
17980,Director,Pharmaceuticals,50,MST,Disqualified,20220107,1,,Web Registration,Abandoned
17981,Staff,Internet Software & Services,,EST,Disqualified,20220107,2,,Web Registration,Not Interested
17982,Staff,,1050,CST,Disqualified,20220107,2,,Web Registration,Abandoned
17983,Director,ECommerce,550,CST,Disqualified,20220107,4,,Web Registration,Abandoned
17984,,Consumer Packaged Goods,,CST,New,20220107,,,Web Registration,
17985,Manager,Internet Software & Services,250,EST,Disqualified,20220107,3,,Web Registration,Abandoned
17986,,Real Estate,,MST,Disqualified,20220107,2,,Web Registration,Not Interested
17987,Executive & Leadership,Technology,,EST,Disqualified,20220108,2,,Web Registration,Abandoned
17988,"Founder, CEO",,50,EST,Disqualified,20220108,2,,Web Registration,Abandoned
17989,Manager,Entertainment & Media,50,CST,Disqualified,20220108,5,,Web Registration,Wrong Contact
17990,Founder or Senior Executive,Aerospace & Defense,,EST,Disqualified,20220108,1,,Web Registration,Abandoned
17991,Interior Designer,Internet Software & Services,,PST,Disqualified,20220108,4,,Web Registration,Abandoned
17992,C - Level,Retailing,650,EST,Disqualified,20220108,2,,Web Registration,Not Interested
17993,,,,PST,Disqualified,20220108,5,,Web Registration,Abandoned
17994,,Consumer Staples,,MST,Disqualified,20220108,4,,Web Registration,Abandoned
17995,C - Level,,50,MST,Disqualified,20220108,4,,Web Registration,Abandoned
17996,Founder,,,PST,Disqualified,20220108,5,,Web Registration,Abandoned
17997,Founder,,,EST,Disqualified,20220108,5,,Web Registration,Abandoned
17998,Manager,,,EST,Disqualified,20220108,5,,Web Registration,Abandoned
17999,Marketing Coordinator,,,EST,Disqualified,20220108,1,,Web Registration,Abandoned
18000,N/A,CPG,,PST,Disqualified,20220108,2,,Web Registration,Abandoned
18001,SVP / VP,Travel,,EST,Disqualified,20220108,3,,Web Registration,Abandoned
18002,,Internet Software & Services,,PST,Disqualified,20220108,1,,Web Registration,Abandoned
18003,,Internet Software & Services,,EST,Disqualified,20220108,4,,Web Registration,Abandoned
18004,Director,,,EST,Disqualified,20220108,5,,Web Registration,Not Interested
18005,C-Level/Founder/Owner,,,PST,Disqualified,20220108,3,,Web Registration,Unsubscribed/Do Not Call
18006,,Marine,,CST,Disqualified,20220108,5,,Web Registration,Not Interested
18007,,,,PST,New,20220108,,,Web Registration,
18008,CEO,,,EST,Disqualified,20220108,4,,Web Registration,Abandoned
18009,,,50,EST,Disqualified,20220108,5,,Web Registration,Bad Email
18010,media_and_communication - director,Other,50,MST,Disqualified,20220109,1,,Web Registration,Abandoned
18011,Manager,,,CST,Working,20220109,2,,Web Registration,
18012,"Vice President, Operations",,150,PST,Qualified,20220109,3,624,Web Registration,Bad Timing
18013,C - Level,Entertainment & Media,,EST,Disqualified,20220109,2,,Web Registration,Unsubscribed/Do Not Call
18014,C - Level,,50,EST,Working,20220109,5,,Web Registration,
18015,Staff,Internet Software & Services,350,CST,New,20220109,,,Web Registration,
18016,"Director, Operations",,50,EST,Disqualified,20220110,4,,Web Registration,Not Interested
18017,sales - manager,,150,PST,Disqualified,20220110,3,,Web Registration,Unsubscribed/Do Not Call
18018,,Financial Services,,MST,Disqualified,20220110,3,,Web Registration,Abandoned
18019,Director,Organizations & Associations,50,PST,Disqualified,20220110,4,,Web Registration,Abandoned
18020,,Professional Services,50,PST,Disqualified,20220110,1,,Web Registration,Wrong Contact
18021,Manager,,50,EST,Disqualified,20220110,5,,Web Registration,Unsubscribed/Do Not Call
18022,Director,,250,EST,Disqualified,20220110,3,,Web Registration,Abandoned
18023,Staff,,,PST,Disqualified,20220110,1,,Web Registration,Abandoned
18024,C - Level,Professional Services,,EST,Disqualified,20220110,5,,Web Registration,Abandoned
18025,,Technology,50,PST,Disqualified,20220110,2,,Web Registration,Abandoned
18026,C - Level,,50,PST,Disqualified,20220110,2,,Web Registration,Abandoned
18027,President,Manufacturing,,EST,Disqualified,20220110,4,,Web Registration,Abandoned
18028,Owner,Financial Services,50,PST,Disqualified,20220110,4,,Web Registration,Not Interested
18029,Manager,,50,EST,Disqualified,20220110,5,,Web Registration,Abandoned
18030,,"Textiles, Apparel & Luxury Goods",,EST,Disqualified,20220110,2,,Web Registration,Abandoned
18031,,,50,EST,Qualified,20220111,2,500,Web Registration,No Need
18032,Chief Executive Officer,,,PST,Disqualified,20220110,3,,Web Registration,Abandoned
18033,,,50,EST,Disqualified,20220110,1,,Web Registration,Abandoned
